 ISTEP , IPRSTP ,NBNTOT, TIME ,ARRAY(002),ARRAY(003),ARRAY(004),ARRAY(005),ARRAY(006),ARRAY(007),ARRAY(008),ARRAY(009),ARRAY(010),ARRAY(011),ARRAY(012),ARRAY(013),ARRAY(014),ARRAY(015),ARRAY(016),ARRAY(017),ARRAY(018),ARRAY(019),ARRAY(020),ARRAY(021),ARRAY(022),ARRAY(023),ARRAY(024),ARRAY(025),
43559,43600,25, 0.43359000E+005, 0.66160411E+003, 0.75395371E+003, 0.75529904E+003, 0.62815000E+003, 0.64447943E+003, 0.75909314E+003, 0.76010830E+003, 0.75962417E+003, 0.64617643E+003, 0.12487334E+002, 0.12485317E+002, 0.27638857E+002,-0.80505311E-002, 0.54027641E-007,-0.17423443E+000,-0.17423536E+000,-0.17423636E+000, 0.96796012E+002,-0.91257870E+002, 0.72970700E-002, 0.00000000E+000, 0.00000000E+000, 0.33304421E+007, 0.54648450E+002,
43759,43800,25, 0.43559000E+005, 0.66280577E+003, 0.75394747E+003, 0.75523624E+003, 0.62815000E+003, 0.64418771E+003, 0.75909323E+003, 0.76010797E+003, 0.75962409E+003, 0.64570262E+003, 0.12478556E+002, 0.12476266E+002, 0.27655264E+002,-0.90722878E-002, 0.25306369E-006, 0.42003786E-001, 0.42004145E-001, 0.42004523E-001, 0.96727414E+002,-0.91125601E+002,-0.42408943E-003, 0.00000000E+000, 0.00000000E+000, 0.33254790E+007, 0.54639539E+002,
43959,44000,25, 0.43759000E+005, 0.66418196E+003, 0.75395083E+003, 0.75517550E+003, 0.62815000E+003, 0.64389826E+003, 0.75909323E+003, 0.76010797E+003, 0.75962432E+003, 0.64518212E+003, 0.12454824E+002, 0.12452241E+002, 0.27675066E+002,-0.10166874E-001, 0.46668900E-006, 0.37508820E-002, 0.37509345E-002, 0.37509895E-002, 0.96649895E+002,-0.90774988E+002,-0.33817958E-005, 0.00000000E+000, 0.00000000E+000, 0.33200149E+007, 0.54627775E+002,
44159,44200,25, 0.43959000E+005, 0.66490495E+003, 0.75396594E+003, 0.75511703E+003, 0.62815000E+003, 0.64366148E+003, 0.75909327E+003, 0.76010772E+003, 0.75962429E+003, 0.64469283E+003, 0.13193074E+002, 0.13194186E+002, 0.27808412E+002, 0.45384186E-002, 0.24882096E-006,-0.84273170E-001,-0.84273609E-001,-0.84274077E-001, 0.96768732E+002,-0.10191460E+003, 0.17071011E-002, 0.00000000E+000, 0.00000000E+000, 0.33154427E+007, 0.54602326E+002,
44359,44400,25, 0.44159000E+005, 0.66295388E+003, 0.75399654E+003, 0.75506186E+003, 0.62815000E+003, 0.64352441E+003, 0.75909327E+003, 0.76010767E+003, 0.75962439E+003, 0.64481912E+003, 0.13425108E+002, 0.13425682E+002, 0.27951624E+002, 0.25061321E-002, 0.59203142E-006, 0.10085059E+000, 0.10085109E+000, 0.10085162E+000, 0.96991201E+002,-0.10552222E+003,-0.24447669E-002, 0.00000000E+000, 0.00000000E+000, 0.33169888E+007, 0.54611533E+002,
44559,44600,25, 0.44359000E+005, 0.66038114E+003, 0.75400814E+003, 0.75500973E+003, 0.62815000E+003, 0.64344359E+003, 0.75909327E+003, 0.76010765E+003, 0.75962452E+003, 0.64521546E+003, 0.13474529E+002, 0.13475440E+002, 0.28011863E+002, 0.35030710E-002,-0.39767161E-006,-0.38959437E-001,-0.38959791E-001,-0.38960163E-001, 0.97049449E+002,-0.10630583E+003, 0.36484292E-003, 0.00000000E+000, 0.00000000E+000, 0.33211942E+007, 0.54616197E+002,
44759,44800,25, 0.44559000E+005, 0.65795259E+003, 0.75398469E+003, 0.75496057E+003, 0.62815000E+003, 0.64340117E+003, 0.75909328E+003, 0.76010756E+003, 0.75962451E+003, 0.64552814E+003, 0.13337892E+002, 0.13338883E+002, 0.28029576E+002, 0.37350087E-002,-0.63387769E-006, 0.19427650E-001, 0.19427675E-001, 0.19427703E-001, 0.96995068E+002,-0.10416218E+003,-0.90723774E-004, 0.00000000E+000, 0.00000000E+000, 0.33241568E+007, 0.54632721E+002,
44959,45000,25, 0.44759000E+005, 0.65574687E+003, 0.75395728E+003, 0.75491368E+003, 0.62815000E+003, 0.64338477E+003, 0.75909328E+003, 0.76010756E+003, 0.75962466E+003, 0.64558725E+003, 0.13226309E+002, 0.13227300E+002, 0.28048979E+002, 0.36743630E-002,-0.81128206E-006, 0.38972951E-001, 0.38973136E-001, 0.38973333E-001, 0.96905357E+002,-0.10242679E+003,-0.36509606E-003, 0.00000000E+000, 0.00000000E+000, 0.33246039E+007, 0.54635029E+002,
45159,45200,25, 0.44959000E+005, 0.65371655E+003, 0.75390992E+003, 0.75486850E+003, 0.62815000E+003, 0.64343584E+003, 0.75909328E+003, 0.76010751E+003, 0.75962468E+003, 0.64547339E+003, 0.13089356E+002, 0.13090174E+002, 0.28100066E+002, 0.28423420E-002,-0.12095301E-005,-0.35832255E-001,-0.35832438E-001,-0.35832633E-001, 0.96854329E+002,-0.10031411E+003, 0.30862340E-003, 0.00000000E+000, 0.00000000E+000, 0.33234205E+007, 0.54628265E+002,
45359,45400,25, 0.45159000E+005, 0.65184471E+003, 0.75383923E+003, 0.75482433E+003, 0.62815000E+003, 0.64351113E+003, 0.75909329E+003, 0.76010745E+003, 0.75962468E+003, 0.64531665E+003, 0.12980519E+002, 0.12981140E+002, 0.28179297E+002, 0.19004323E-002,-0.16378188E-005,-0.82060889E-004,-0.82136089E-004,-0.81927008E-004, 0.96851975E+002,-0.98649942E+002, 0.16186502E-008, 0.00000000E+000, 0.00000000E+000, 0.33218991E+007, 0.54619710E+002,
45559,45600,25, 0.45359000E+005, 0.65003469E+003, 0.75374704E+003, 0.75478033E+003, 0.62815000E+003, 0.64359663E+003, 0.75909329E+003, 0.76010741E+003, 0.75962467E+003, 0.64523589E+003, 0.12893772E+002, 0.12894728E+002, 0.28278927E+002, 0.31595683E-002,-0.18607057E-005,-0.42206524E-001,-0.42206532E-001,-0.42206546E-001, 0.96898923E+002,-0.97340939E+002, 0.42819318E-003, 0.00000000E+000, 0.00000000E+000, 0.33211796E+007, 0.54615773E+002,
45759,45800,25, 0.45559000E+005, 0.64823824E+003, 0.75363723E+003, 0.75473560E+003, 0.62815000E+003, 0.64369100E+003, 0.75909330E+003, 0.76010724E+003, 0.75962467E+003, 0.64530469E+003, 0.12818656E+002, 0.12819537E+002, 0.28386362E+002, 0.27582493E-002,-0.21501827E-005,-0.60616019E-001,-0.60615984E-001,-0.60615955E-001, 0.96977781E+002,-0.96209035E+002, 0.88319254E-003, 0.00000000E+000, 0.00000000E+000, 0.33219646E+007, 0.54620365E+002,
45959,46000,25, 0.45759000E+005, 0.64644161E+003, 0.75351038E+003, 0.75468930E+003, 0.62815000E+003, 0.64379352E+003, 0.75909333E+003, 0.76010702E+003, 0.75962461E+003, 0.64554230E+003, 0.12748607E+002, 0.12749128E+002, 0.28493438E+002, 0.11861683E-002,-0.25218988E-005,-0.10484321E+000,-0.10484197E+000,-0.10484071E+000, 0.97074299E+002,-0.95155119E+002, 0.26421725E-002, 0.00000000E+000, 0.00000000E+000, 0.33244178E+007, 0.54634367E+002,
46159,46200,25, 0.45959000E+005, 0.64464748E+003, 0.75336738E+003, 0.75464068E+003, 0.62815000E+003, 0.64390410E+003, 0.75909365E+003, 0.76010617E+003, 0.75962399E+003, 0.64594089E+003, 0.12672115E+002, 0.12673053E+002, 0.28595684E+002, 0.27607142E-002,-0.27866883E-005,-0.40056608E+000,-0.40056826E+000,-0.40057062E+000, 0.97183392E+002,-0.94022911E+002, 0.38568159E-001, 0.00000000E+000, 0.00000000E+000, 0.33287152E+007, 0.54639638E+002,
46359,46400,25, 0.46159000E+005, 0.64286163E+003, 0.75321028E+003, 0.75458900E+003, 0.62815000E+003, 0.64402151E+003, 0.75909390E+003, 0.76010550E+003, 0.75962351E+003, 0.64647364E+003, 0.12607965E+002, 0.12607528E+002, 0.28688204E+002,-0.27626492E-002,-0.28553155E-005, 0.45266615E-001, 0.45267671E-001, 0.45268773E-001, 0.97287156E+002,-0.93053148E+002,-0.49253445E-003, 0.00000000E+000, 0.00000000E+000, 0.33340686E+007, 0.54669900E+002,
46559,46600,25, 0.46359000E+005, 0.64109878E+003, 0.75303941E+003, 0.75453364E+003, 0.62815000E+003, 0.64414587E+003, 0.75909391E+003, 0.76010547E+003, 0.75962367E+003, 0.64707865E+003, 0.12529845E+002, 0.12529837E+002, 0.28686862E+002,-0.11534998E-002,-0.31439544E-005,-0.11150867E+000,-0.11150881E+000,-0.11150897E+000, 0.97354919E+002,-0.91909838E+002, 0.29888071E-002, 0.00000000E+000, 0.00000000E+000, 0.33400306E+007, 0.54703458E+002,
46759,46800,25, 0.46559000E+005, 0.63938881E+003, 0.75285453E+003, 0.75447404E+003, 0.62815000E+003, 0.64427822E+003, 0.75909410E+003, 0.76010483E+003, 0.75962322E+003, 0.64768911E+003, 0.12446848E+002, 0.12447144E+002, 0.28668800E+002,-0.38913580E-004,-0.34452763E-005,-0.80834437E-001,-0.80834115E-001,-0.80833797E-001, 0.97425787E+002,-0.90700698E+002, 0.15706283E-002, 0.00000000E+000, 0.00000000E+000, 0.33460831E+007, 0.54737492E+002,
46959,47000,25, 0.46759000E+005, 0.63774988E+003, 0.75265653E+003, 0.75440969E+003, 0.62815000E+003, 0.64441246E+003, 0.75909412E+003, 0.76010478E+003, 0.75962323E+003, 0.64830884E+003, 0.12315432E+002, 0.12315676E+002, 0.28644011E+002,-0.30774837E-003,-0.36114783E-005,-0.74576467E-001,-0.74576068E-001,-0.74575669E-001, 0.97487978E+002,-0.88794837E+002, 0.13368546E-002, 0.00000000E+000, 0.00000000E+000, 0.33522062E+007, 0.54771864E+002,
47159,47200,25, 0.46959000E+005, 0.63680348E+003, 0.75245103E+003, 0.75434013E+003, 0.62815000E+003, 0.64449438E+003, 0.75909437E+003, 0.76010403E+003, 0.75962269E+003, 0.64888731E+003, 0.11987593E+002, 0.11988219E+002, 0.28582977E+002, 0.11820802E-002,-0.37172162E-005,-0.38611423E+000,-0.38611494E+000,-0.38611577E+000, 0.97504398E+002,-0.84135741E+002, 0.35835394E-001, 0.00000000E+000, 0.00000000E+000, 0.33578906E+007, 0.54803646E+002,
47359,47400,25, 0.47159000E+005, 0.63667704E+003, 0.75223608E+003, 0.75426503E+003, 0.62815000E+003, 0.64452519E+003, 0.75909501E+003, 0.76010245E+003, 0.75962157E+003, 0.64934694E+003, 0.11822167E+002, 0.11823354E+002, 0.28507215E+002, 0.33602358E-002,-0.39030901E-005,-0.54308944E+000,-0.54309200E+000,-0.54309477E+000, 0.97508527E+002,-0.81837540E+002, 0.70896253E-001, 0.00000000E+000, 0.00000000E+000, 0.33626336E+007, 0.54810999E+002,
47559,47600,25, 0.47359000E+005, 0.63680196E+003, 0.75202508E+003, 0.75418415E+003, 0.62815000E+003, 0.64452138E+003, 0.75909526E+003, 0.76010182E+003, 0.75962112E+003, 0.64971531E+003, 0.11741701E+002, 0.11742291E+002, 0.28428567E+002, 0.10878416E-002,-0.35724069E-005,-0.16172325E-002,-0.16152860E-002,-0.16132643E-002, 0.97520332E+002,-0.80719204E+002, 0.62867402E-006, 0.00000000E+000, 0.00000000E+000, 0.33662329E+007, 0.54831088E+002,
47759,47800,25, 0.47559000E+005, 0.63699575E+003, 0.75182575E+003, 0.75409750E+003, 0.62815000E+003, 0.64449408E+003, 0.75909553E+003, 0.76010114E+003, 0.75962064E+003, 0.65003755E+003, 0.11693657E+002, 0.11694661E+002, 0.28350027E+002, 0.27572456E-002,-0.35291239E-005,-0.45366029E+000,-0.45366288E+000,-0.45366566E+000, 0.97543651E+002,-0.80065686E+002, 0.49470022E-001, 0.00000000E+000, 0.00000000E+000, 0.33696671E+007, 0.54831163E+002,
47959,48000,25, 0.47759000E+005, 0.63720772E+003, 0.75162869E+003, 0.75400536E+003, 0.62815000E+003, 0.64445004E+003, 0.75909596E+003, 0.76010006E+003, 0.75961987E+003, 0.65034443E+003, 0.11691925E+002, 0.11692272E+002, 0.28268578E+002, 0.16494107E-003,-0.34396214E-005,-0.66927038E-001,-0.66926371E-001,-0.66925691E-001, 0.97570740E+002,-0.80032980E+002, 0.10766729E-002, 0.00000000E+000, 0.00000000E+000, 0.33727067E+007, 0.54848142E+002,
48159,48200,25, 0.47959000E+005, 0.63742383E+003, 0.75143457E+003, 0.75390806E+003, 0.62815000E+003, 0.64439417E+003, 0.75909598E+003, 0.76010001E+003, 0.75961997E+003, 0.65063688E+003, 0.11699714E+002, 0.11700822E+002, 0.28181984E+002, 0.32106627E-002,-0.34297190E-005,-0.12673396E+000,-0.12673384E+000,-0.12673375E+000, 0.97589541E+002,-0.80150072E+002, 0.38607047E-002, 0.00000000E+000, 0.00000000E+000, 0.33755740E+007, 0.54864136E+002,
48359,48400,25, 0.48159000E+005, 0.63763911E+003, 0.75124663E+003, 0.75380594E+003, 0.62815000E+003, 0.64433035E+003, 0.75909634E+003, 0.76009897E+003, 0.75961926E+003, 0.65091420E+003, 0.11702819E+002, 0.11703194E+002, 0.28097090E+002, 0.33179256E-003,-0.32739882E-005,-0.41535158E+000,-0.41535192E+000,-0.41535236E+000, 0.97616449E+002,-0.80182567E+002, 0.41467925E-001, 0.00000000E+000, 0.00000000E+000, 0.33783215E+007, 0.54879472E+002,
48559,48600,25, 0.48359000E+005, 0.63785242E+003, 0.75106242E+003, 0.75369938E+003, 0.62815000E+003, 0.64425513E+003, 0.75909675E+003, 0.76009782E+003, 0.75961847E+003, 0.65117556E+003, 0.11711434E+002, 0.11711601E+002, 0.28001181E+002,-0.46679805E-003,-0.31949938E-005,-0.10013251E+000,-0.10013204E+000,-0.10013156E+000, 0.97621376E+002,-0.80297816E+002, 0.24100762E-002, 0.00000000E+000, 0.00000000E+000, 0.33808649E+007, 0.54893619E+002,
48759,48800,25, 0.48559000E+005, 0.63806298E+003, 0.75088259E+003, 0.75358877E+003, 0.62815000E+003, 0.64417001E+003, 0.75909676E+003, 0.76009779E+003, 0.75961870E+003, 0.65137224E+003, 0.11723373E+002, 0.11724334E+002, 0.27900758E+002, 0.27113662E-002,-0.31887383E-005,-0.10839017E+000,-0.10839013E+000,-0.10839011E+000, 0.97609581E+002,-0.80472510E+002, 0.28239717E-002, 0.00000000E+000, 0.00000000E+000, 0.33827688E+007, 0.54904171E+002,
48959,49000,25, 0.48759000E+005, 0.63826909E+003, 0.75070750E+003, 0.75347447E+003, 0.62815000E+003, 0.64407908E+003, 0.75909706E+003, 0.76009677E+003, 0.75961811E+003, 0.65151157E+003, 0.11727677E+002, 0.11728044E+002, 0.27805995E+002, 0.37462709E-003,-0.30713914E-005,-0.28051592E+000,-0.28051699E+000,-0.28051816E+000, 0.97606784E+002,-0.80523443E+002, 0.18914531E-001, 0.00000000E+000, 0.00000000E+000, 0.33841165E+007, 0.54911649E+002,
49159,49200,25, 0.48959000E+005, 0.63846997E+003, 0.75053557E+003, 0.75335687E+003, 0.62815000E+003, 0.64397908E+003, 0.75909710E+003, 0.76009661E+003, 0.75961818E+003, 0.65160049E+003, 0.11743451E+002, 0.11744170E+002, 0.27704527E+002, 0.17897852E-002,-0.30555250E-005, 0.61708052E-001, 0.61709633E-001, 0.61711281E-001, 0.97582990E+002,-0.80745039E+002,-0.91530164E-003, 0.00000000E+000, 0.00000000E+000, 0.33849509E+007, 0.54916230E+002,
49359,49400,25, 0.49159000E+005, 0.63866412E+003, 0.75036739E+003, 0.75323631E+003, 0.62815000E+003, 0.64387484E+003, 0.75909727E+003, 0.76009591E+003, 0.75961788E+003, 0.65162150E+003, 0.11734319E+002, 0.11735280E+002, 0.27611697E+002, 0.27738430E-002,-0.30050068E-005,-0.59270966E+000,-0.59271024E+000,-0.59271096E+000, 0.97567947E+002,-0.80622837E+002, 0.84443180E-001, 0.00000000E+000, 0.00000000E+000, 0.33851336E+007, 0.54917211E+002,
49559,49600,25, 0.49359000E+005, 0.63885048E+003, 0.75020223E+003, 0.75311311E+003, 0.62815000E+003, 0.64379158E+003, 0.75909791E+003, 0.76009358E+003, 0.75961609E+003, 0.65162350E+003, 0.11736107E+002, 0.11736246E+002, 0.27535921E+002,-0.49966310E-003,-0.29696942E-005,-0.33067700E+000,-0.33067659E+000,-0.33067621E+000, 0.97564822E+002,-0.80636112E+002, 0.26283824E-001, 0.00000000E+000, 0.00000000E+000, 0.33851505E+007, 0.54917299E+002,
49759,49800,25, 0.49559000E+005, 0.63905121E+003, 0.75003952E+003, 0.75298758E+003, 0.62815000E+003, 0.64378849E+003, 0.75909793E+003, 0.76009347E+003, 0.75961634E+003, 0.65156449E+003, 0.11745726E+002, 0.11746786E+002, 0.27422600E+002, 0.31946149E-002,-0.29431364E-005,-0.10515650E-001,-0.10514846E-001,-0.10514011E-001, 0.97484067E+002,-0.80781017E+002, 0.26579865E-004, 0.00000000E+000, 0.00000000E+000, 0.33844506E+007, 0.54913234E+002,
49959,50000,25, 0.49759000E+005, 0.63927851E+003, 0.74988123E+003, 0.75285998E+003, 0.62815000E+003, 0.64375378E+003, 0.75909818E+003, 0.76009241E+003, 0.75961555E+003, 0.65169663E+003, 0.11733308E+002, 0.11733820E+002, 0.27433025E+002, 0.10340435E-002,-0.28504931E-005,-0.42713035E+000,-0.42713364E+000,-0.42713713E+000, 0.97719553E+002,-0.80602785E+002, 0.43853216E-001, 0.00000000E+000, 0.00000000E+000, 0.33860854E+007, 0.54922829E+002,
50159,50200,25, 0.49959000E+005, 0.63950705E+003, 0.74972524E+003, 0.75273060E+003, 0.62815000E+003, 0.64374518E+003, 0.75909825E+003, 0.76009211E+003, 0.75961561E+003, 0.65135221E+003, 0.11759763E+002, 0.11759799E+002, 0.26927813E+002,-0.86010808E-003,-0.28240651E-005, 0.17939396E+000, 0.17939701E+000, 0.17940020E+000, 0.96855220E+002,-0.80960094E+002,-0.77356392E-002, 0.00000000E+000, 0.00000000E+000, 0.33814810E+007, 0.54895341E+002,
