ISTEP,IPOWER,TIME2,DT,PHI,PERIOD,PINTG,POWDK,Net,Program,Doppler,Axial,Radial,CRDL,Coolant,Fuel,Clad,
1,0, 0.50000000E+000, 0.50000000E+000, 0.10000128E+001, 0.38534040E-004, 0.50000309E+000, 0.54682604E-001, 0.11915859E-004, 0.00000000E+000,-0.10259055E-005, 0.00000000E+000, 0.00000000E+000,-0.20427277E-010, 0.12941785E-004, 0.00000000E+000, 0.00000000E+000,
2,0, 0.10000000E+001, 0.50000000E+000, 0.10000328E+001, 0.46871899E-004, 0.10000142E+001, 0.54682645E-001, 0.28525629E-004, 0.00000000E+000,-0.53165298E-005,-0.29682967E-005,-0.12080743E-005, 0.72514380E-010, 0.38018457E-004, 0.00000000E+000, 0.00000000E+000,
3,0, 0.15000000E+001, 0.50000000E+000, 0.10000507E+001, 0.33986831E-004, 0.15000351E+001, 0.54682716E-001, 0.40713688E-004, 0.00000000E+000,-0.12118587E-004,-0.10161616E-004,-0.39884324E-005,-0.55102327E-007, 0.67037426E-004, 0.00000000E+000, 0.00000000E+000,
4,0, 0.20000000E+001, 0.50000000E+000, 0.10000681E+001, 0.34128618E-004, 0.20000648E+001, 0.54682808E-001, 0.51079406E-004, 0.00000000E+000,-0.20116872E-004,-0.19227304E-004,-0.84354556E-005,-0.35338789E-006, 0.99212425E-004, 0.00000000E+000, 0.00000000E+000,
5,0, 0.25000000E+001, 0.50000000E+000, 0.10000807E+001, 0.20480240E-004, 0.25001022E+001, 0.54682913E-001, 0.55964381E-004, 0.00000000E+000,-0.28727164E-004,-0.29277443E-004,-0.13888299E-004,-0.11545803E-005, 0.12901187E-003, 0.00000000E+000, 0.00000000E+000,
6,0, 0.30000000E+001, 0.50000000E+000, 0.10000892E+001, 0.12825597E-004, 0.30001449E+001, 0.54683022E-001, 0.56993500E-004, 0.00000000E+000,-0.36794764E-004,-0.39111172E-004,-0.19535196E-004,-0.26962435E-005, 0.15513088E-003, 0.00000000E+000, 0.00000000E+000,
7,0, 0.35000000E+001, 0.50000000E+000, 0.10000935E+001, 0.45459598E-005, 0.35001907E+001, 0.54683125E-001, 0.54624824E-004, 0.00000000E+000,-0.43889786E-004,-0.47777526E-004,-0.24729845E-004,-0.51762543E-005, 0.17619824E-003, 0.00000000E+000, 0.00000000E+000,
8,0, 0.40000000E+001, 0.50000000E+000, 0.10000943E+001,-0.18567869E-005, 0.40002378E+001, 0.54683219E-001, 0.49842967E-004, 0.00000000E+000,-0.49671481E-004,-0.54971251E-004,-0.29010831E-004,-0.87188910E-005, 0.19221542E-003, 0.00000000E+000, 0.00000000E+000,
9,0, 0.45000000E+001, 0.50000000E+000, 0.10000917E+001,-0.89133016E-005, 0.45002844E+001, 0.54683298E-001, 0.42830356E-004, 0.00000000E+000,-0.54037441E-004,-0.60504711E-004,-0.32130900E-004,-0.13366440E-004, 0.20286985E-003, 0.00000000E+000, 0.00000000E+000,
10,0, 0.50000000E+001, 0.50000000E+000, 0.10000858E+001,-0.14871966E-004, 0.50003288E+001, 0.54683360E-001, 0.34127140E-004, 0.00000000E+000,-0.56914571E-004,-0.64350439E-004,-0.33996211E-004,-0.19096842E-004, 0.20848520E-003, 0.00000000E+000, 0.00000000E+000,
11,0, 0.55000000E+001, 0.50000000E+000, 0.10000769E+001,-0.20803893E-004, 0.55003696E+001, 0.54683402E-001, 0.23955546E-004, 0.00000000E+000,-0.58346414E-004,-0.66519262E-004,-0.34629988E-004,-0.25832103E-004, 0.20928331E-003, 0.00000000E+000, 0.00000000E+000,
12,0, 0.60000000E+001, 0.50000000E+000, 0.10000653E+001,-0.25952916E-004, 0.60004052E+001, 0.54683422E-001, 0.12691068E-004, 0.00000000E+000,-0.58399277E-004,-0.67118304E-004,-0.34152457E-004,-0.33454443E-004, 0.20581555E-003, 0.00000000E+000, 0.00000000E+000,
13,0, 0.65000000E+001, 0.50000000E+000, 0.10000512E+001,-0.30653556E-004, 0.65004344E+001, 0.54683419E-001, 0.60260795E-006, 0.00000000E+000,-0.57198310E-004,-0.66277805E-004,-0.32712633E-004,-0.41816397E-004, 0.19860775E-003, 0.00000000E+000, 0.00000000E+000,
14,0, 0.70000000E+001, 0.50000000E+000, 0.10000350E+001,-0.34633134E-004, 0.70004560E+001, 0.54683392E-001,-0.11997459E-004, 0.00000000E+000,-0.54885684E-004,-0.64184728E-004,-0.30501334E-004,-0.50752785E-004, 0.18832707E-003, 0.00000000E+000, 0.00000000E+000,
15,0, 0.75000000E+001, 0.50000000E+000, 0.10000169E+001,-0.37901329E-004, 0.75004691E+001, 0.54683340E-001,-0.24815200E-004, 0.00000000E+000,-0.51628860E-004,-0.61032254E-004,-0.27676190E-004,-0.60089736E-004, 0.17561184E-003, 0.00000000E+000, 0.00000000E+000,
16,0, 0.80000000E+001, 0.50000000E+000, 0.99999742E+000,-0.40456652E-004, 0.80004727E+001, 0.54683266E-001,-0.37581201E-004, 0.00000000E+000,-0.47601728E-004,-0.57037374E-004,-0.24406262E-004,-0.69652753E-004, 0.16111692E-003, 0.00000000E+000, 0.00000000E+000,
