ISTEP,IPOWER,TIME2,DT,PHI,PERIOD,PINTG,POWDK,Net,Program,Doppler,Axial,Radial,CRDL,Coolant,Fuel,Clad,
1,0, 0.50000000E+000, 0.50000000E+000, 0.10000224E+001, 0.67245918E-004, 0.50000540E+000, 0.54682613E-001, 0.20794318E-004, 0.00000000E+000,-0.11436260E-005, 0.00000000E+000, 0.00000000E+000, 0.22495655E-007, 0.21915448E-004, 0.00000000E+000, 0.00000000E+000,
2,0, 0.10000000E+001, 0.50000000E+000, 0.10000616E+001, 0.95054323E-004, 0.10000256E+001, 0.54682689E-001, 0.53973203E-004, 0.00000000E+000,-0.65544262E-005,-0.27299443E-005,-0.13521257E-005, 0.80936025E-007, 0.64528764E-004, 0.00000000E+000, 0.00000000E+000,
3,0, 0.15000000E+001, 0.50000000E+000, 0.10001047E+001, 0.90226135E-004, 0.15000670E+001, 0.54682832E-001, 0.85596286E-004, 0.00000000E+000,-0.15503284E-004,-0.95402842E-005,-0.44804094E-005, 0.16678600E-006, 0.11495348E-003, 0.00000000E+000, 0.00000000E+000,
4,0, 0.20000000E+001, 0.50000000E+000, 0.10001528E+001, 0.10125120E-003, 0.20001312E+001, 0.54683037E-001, 0.11799428E-003, 0.00000000E+000,-0.26398791E-004,-0.18412007E-004,-0.91906118E-005, 0.17452955E-006, 0.17182116E-003, 0.00000000E+000, 0.00000000E+000,
5,0, 0.25000000E+001, 0.50000000E+000, 0.10001979E+001, 0.87160849E-004, 0.25002190E+001, 0.54683296E-001, 0.14368119E-003, 0.00000000E+000,-0.38588776E-004,-0.28482355E-004,-0.14904046E-004,-0.44185524E-007, 0.22570055E-003, 0.00000000E+000, 0.00000000E+000,
6,0, 0.30000000E+001, 0.50000000E+000, 0.10002391E+001, 0.78254669E-004, 0.30003284E+001, 0.54683595E-001, 0.16337393E-003, 0.00000000E+000,-0.50518908E-004,-0.38645295E-004,-0.21004254E-004,-0.62959972E-006, 0.27417198E-003, 0.00000000E+000, 0.00000000E+000,
7,0, 0.35000000E+001, 0.50000000E+000, 0.10002741E+001, 0.64041279E-004, 0.35004570E+001, 0.54683919E-001, 0.17606873E-003, 0.00000000E+000,-0.61547244E-004,-0.47922572E-004,-0.26905584E-004,-0.17029691E-005, 0.31414710E-003, 0.00000000E+000, 0.00000000E+000,
8,0, 0.40000000E+001, 0.50000000E+000, 0.10003033E+001, 0.52533852E-004, 0.40006015E+001, 0.54684255E-001, 0.18304365E-003, 0.00000000E+000,-0.71073974E-004,-0.55899265E-004,-0.32183153E-004,-0.33465050E-005, 0.34554655E-003, 0.00000000E+000, 0.00000000E+000,
9,0, 0.45000000E+001, 0.50000000E+000, 0.10003260E+001, 0.38720570E-004, 0.45007591E+001, 0.54684591E-001, 0.18432006E-003, 0.00000000E+000,-0.78917115E-004,-0.62320512E-004,-0.36550093E-004,-0.55972949E-005, 0.36770508E-003, 0.00000000E+000, 0.00000000E+000,
10,0, 0.50000000E+001, 0.50000000E+000, 0.10003424E+001, 0.26705559E-004, 0.50009264E+001, 0.54684917E-001, 0.18092872E-003, 0.00000000E+000,-0.84917549E-004,-0.67132609E-004,-0.39867770E-004,-0.84547047E-005, 0.38130136E-003, 0.00000000E+000, 0.00000000E+000,
11,0, 0.55000000E+001, 0.50000000E+000, 0.10003527E+001, 0.14204102E-004, 0.55011004E+001, 0.54685226E-001, 0.17327620E-003, 0.00000000E+000,-0.89116877E-004,-0.70342575E-004,-0.42106670E-004,-0.11884148E-004, 0.38672647E-003, 0.00000000E+000, 0.00000000E+000,
12,0, 0.60000000E+001, 0.50000000E+000, 0.10003571E+001, 0.32267576E-005, 0.60012780E+001, 0.54685510E-001, 0.16222864E-003, 0.00000000E+000,-0.91569168E-004,-0.72053449E-004,-0.43320835E-004,-0.15826059E-004, 0.38499815E-003, 0.00000000E+000, 0.00000000E+000,
13,0, 0.65000000E+001, 0.50000000E+000, 0.10003562E+001,-0.71593843E-005, 0.65014566E+001, 0.54685765E-001, 0.14836934E-003, 0.00000000E+000,-0.92425949E-004,-0.72394524E-004,-0.43611447E-004,-0.20201714E-004, 0.37700297E-003, 0.00000000E+000, 0.00000000E+000,
14,0, 0.70000000E+001, 0.50000000E+000, 0.10003506E+001,-0.16024634E-004, 0.70016334E+001, 0.54685987E-001, 0.13246461E-003, 0.00000000E+000,-0.91846600E-004,-0.71541528E-004,-0.43101483E-004,-0.24920385E-004, 0.36387461E-003, 0.00000000E+000, 0.00000000E+000,
15,0, 0.75000000E+001, 0.50000000E+000, 0.10003408E+001,-0.23746789E-004, 0.75018064E+001, 0.54686173E-001, 0.11513315E-003, 0.00000000E+000,-0.90033029E-004,-0.69676412E-004,-0.41914701E-004,-0.29884714E-004, 0.34664200E-003, 0.00000000E+000, 0.00000000E+000,
16,0, 0.80000000E+001, 0.50000000E+000, 0.10003275E+001,-0.30037920E-004, 0.80019736E+001, 0.54686323E-001, 0.97004351E-004, 0.00000000E+000,-0.87184612E-004,-0.66995018E-004,-0.40173298E-004,-0.34995637E-004, 0.32635292E-003, 0.00000000E+000, 0.00000000E+000,
17,0, 0.85000000E+001, 0.50000000E+000, 0.10003114E+001,-0.35129034E-004, 0.85021334E+001, 0.54686436E-001, 0.78587070E-004, 0.00000000E+000,-0.83506629E-004,-0.63681638E-004,-0.37985766E-004,-0.40156512E-004, 0.30391762E-003, 0.00000000E+000, 0.00000000E+000,
