ISTEP,IPOWER,TIME2,DT,PHI,PERIOD,PINTG,POWDK,Net,Program,Doppler,Axial,Radial,CRDL,Coolant,Fuel,Clad,
1,0, 0.50000000E+000, 0.50000000E+000, 0.10000231E+001, 0.69421063E-004, 0.50000557E+000, 0.54682614E-001, 0.21466926E-004, 0.00000000E+000,-0.11806324E-005, 0.00000000E+000, 0.00000000E+000, 0.22494096E-007, 0.22625064E-004, 0.00000000E+000, 0.00000000E+000,
2,0, 0.10000000E+001, 0.50000000E+000, 0.10000634E+001, 0.97613857E-004, 0.10000264E+001, 0.54682692E-001, 0.55556041E-004, 0.00000000E+000,-0.67574963E-005,-0.28184237E-005,-0.13937136E-005, 0.80948071E-007, 0.66444726E-004, 0.00000000E+000, 0.00000000E+000,
3,0, 0.15000000E+001, 0.50000000E+000, 0.10001082E+001, 0.94206673E-004, 0.15000691E+001, 0.54682840E-001, 0.88515466E-004, 0.00000000E+000,-0.15986289E-004,-0.98277214E-005,-0.46210925E-005, 0.15785910E-006, 0.11879271E-003, 0.00000000E+000, 0.00000000E+000,
4,0, 0.20000000E+001, 0.50000000E+000, 0.10001591E+001, 0.10774936E-003, 0.20001357E+001, 0.54683052E-001, 0.12303534E-003, 0.00000000E+000,-0.27340638E-004,-0.19010902E-004,-0.95178461E-005, 0.11742436E-006, 0.17878730E-003, 0.00000000E+000, 0.00000000E+000,
5,0, 0.25000000E+001, 0.50000000E+000, 0.10002075E+001, 0.94338870E-004, 0.25002275E+001, 0.54683324E-001, 0.15106928E-003, 0.00000000E+000,-0.40221927E-004,-0.29589179E-004,-0.15540922E-004,-0.23179317E-006, 0.23665310E-003, 0.00000000E+000, 0.00000000E+000,
6,0, 0.30000000E+001, 0.50000000E+000, 0.10002523E+001, 0.85913657E-004, 0.30003425E+001, 0.54683640E-001, 0.17313944E-003, 0.00000000E+000,-0.53021386E-004,-0.40441045E-004,-0.22097129E-004,-0.10738063E-005, 0.28977281E-003, 0.00000000E+000, 0.00000000E+000,
7,0, 0.35000000E+001, 0.50000000E+000, 0.10002909E+001, 0.71074809E-004, 0.35004786E+001, 0.54683985E-001, 0.18784960E-003, 0.00000000E+000,-0.65046863E-004,-0.50534981E-004,-0.28604428E-004,-0.25723231E-005, 0.33460820E-003, 0.00000000E+000, 0.00000000E+000,
8,0, 0.40000000E+001, 0.50000000E+000, 0.10003234E+001, 0.58796956E-004, 0.40006324E+001, 0.54684345E-001, 0.19638290E-003, 0.00000000E+000,-0.75617301E-004,-0.59393113E-004,-0.34623857E-004,-0.48433768E-005, 0.37086055E-003, 0.00000000E+000, 0.00000000E+000,
9,0, 0.45000000E+001, 0.50000000E+000, 0.10003488E+001, 0.43638721E-004, 0.45008006E+001, 0.54684707E-001, 0.19859930E-003, 0.00000000E+000,-0.84494475E-004,-0.66702253E-004,-0.39841478E-004,-0.79458410E-005, 0.39758334E-003, 0.00000000E+000, 0.00000000E+000,
10,0, 0.50000000E+001, 0.50000000E+000, 0.10003673E+001, 0.30208203E-004, 0.50009799E+001, 0.54685061E-001, 0.19552630E-003, 0.00000000E+000,-0.91460758E-004,-0.72363410E-004,-0.44084437E-004,-0.11889322E-004, 0.41532423E-003, 0.00000000E+000, 0.00000000E+000,
11,0, 0.55000000E+001, 0.50000000E+000, 0.10003788E+001, 0.16051543E-004, 0.55011667E+001, 0.54685396E-001, 0.18754460E-003, 0.00000000E+000,-0.96521039E-004,-0.76347404E-004,-0.47286895E-004,-0.16637820E-004, 0.42433775E-003, 0.00000000E+000, 0.00000000E+000,
12,0, 0.60000000E+001, 0.50000000E+000, 0.10003838E+001, 0.34357659E-005, 0.60013575E+001, 0.54685704E-001, 0.17557109E-003, 0.00000000E+000,-0.99698155E-004,-0.78733628E-004,-0.49467765E-004,-0.22120648E-004, 0.42559129E-003, 0.00000000E+000, 0.00000000E+000,
13,0, 0.65000000E+001, 0.50000000E+000, 0.10003826E+001,-0.86315212E-005, 0.65015493E+001, 0.54685980E-001, 0.16023058E-003, 0.00000000E+000,-0.10112726E-003,-0.79635232E-004,-0.50696550E-004,-0.28239559E-004, 0.41992919E-003, 0.00000000E+000, 0.00000000E+000,
14,0, 0.70000000E+001, 0.50000000E+000, 0.10003758E+001,-0.19095599E-004, 0.70017391E+001, 0.54686220E-001, 0.14236342E-003, 0.00000000E+000,-0.10095706E-003,-0.79220282E-004,-0.51069634E-004,-0.34878007E-004, 0.40848841E-003, 0.00000000E+000, 0.00000000E+000,
15,0, 0.75000000E+001, 0.50000000E+000, 0.10003641E+001,-0.28352665E-004, 0.75019243E+001, 0.54686419E-001, 0.12265573E-003, 0.00000000E+000,-0.99387718E-004,-0.77667925E-004,-0.50689640E-004,-0.41908235E-004, 0.39230925E-003, 0.00000000E+000, 0.00000000E+000,
16,0, 0.80000000E+001, 0.50000000E+000, 0.10003482E+001,-0.36059200E-004, 0.80021025E+001, 0.54686576E-001, 0.10181409E-003, 0.00000000E+000,-0.96620777E-004,-0.75176096E-004,-0.49663258E-004,-0.49197983E-004, 0.37247220E-003, 0.00000000E+000, 0.00000000E+000,
17,0, 0.85000000E+001, 0.50000000E+000, 0.10003287E+001,-0.42450419E-004, 0.85022718E+001, 0.54686691E-001, 0.80418190E-004, 0.00000000E+000,-0.92868442E-004,-0.71933774E-004,-0.48088532E-004,-0.56616192E-004, 0.34992513E-003, 0.00000000E+000, 0.00000000E+000,
18,0, 0.90000000E+001, 0.50000000E+000, 0.10003064E+001,-0.47588973E-004, 0.90024306E+001, 0.54686765E-001, 0.58957986E-004, 0.00000000E+000,-0.88328314E-004,-0.68122241E-004,-0.46074578E-004,-0.64037276E-004, 0.32552039E-003, 0.00000000E+000, 0.00000000E+000,
19,0, 0.95000000E+001, 0.50000000E+000, 0.10002817E+001,-0.51584804E-004, 0.95025777E+001, 0.54686798E-001, 0.37834542E-004, 0.00000000E+000,-0.83182837E-004,-0.63899312E-004,-0.43701420E-004,-0.71344919E-004, 0.29996303E-003, 0.00000000E+000, 0.00000000E+000,
20,0, 0.10000000E+002, 0.50000000E+000, 0.10002553E+001,-0.54650117E-004, 0.10002712E+002, 0.54686792E-001, 0.17336878E-004, 0.00000000E+000,-0.77592450E-004,-0.59401918E-004,-0.41065117E-004,-0.78434201E-004, 0.27383056E-003, 0.00000000E+000, 0.00000000E+000,
21,0, 0.10500000E+002, 0.50000000E+000, 0.10002275E+001,-0.56853838E-004, 0.10502833E+002, 0.54686750E-001,-0.23080019E-005, 0.00000000E+000,-0.71693312E-004,-0.54740943E-004,-0.38233407E-004,-0.85213423E-004, 0.24757308E-003, 0.00000000E+000, 0.00000000E+000,
22,0, 0.11000000E+002, 0.50000000E+000, 0.10002258E+001, 0.22806263E-004, 0.11002945E+002, 0.54686698E-001, 0.47257881E-005, 0.00000000E+000,-0.67033346E-004,-0.50005809E-004,-0.35643853E-004,-0.91604510E-004, 0.24901331E-003, 0.00000000E+000, 0.00000000E+000,
23,0, 0.11500000E+002, 0.50000000E+000, 0.10029821E+001, 0.82572653E-002, 0.11483110E+002, 0.54689021E-001, 0.26120038E-002, 0.00000000E+000,-0.21231517E-003,-0.48682037E-004,-0.69930383E-004,-0.97666280E-004, 0.30405976E-002, 0.00000000E+000, 0.00000000E+000,
24,0, 0.12000000E+002, 0.50000000E+000, 0.10083491E+001, 0.13258311E-001, 0.11958589E+002, 0.54698923E-001, 0.71376036E-002, 0.00000000E+000,-0.91041430E-003,-0.39638999E-003,-0.24374703E-003,-0.10473574E-003, 0.87928906E-002, 0.00000000E+000, 0.00000000E+000,
25,0, 0.12500000E+002, 0.50000000E+000, 0.10144109E+001, 0.12644312E-001, 0.12437329E+002, 0.54718271E-001, 0.11528217E-001, 0.00000000E+000,-0.21144372E-002,-0.13003669E-002,-0.65367902E-003,-0.11897699E-003, 0.15715677E-001, 0.00000000E+000, 0.00000000E+000,
26,0, 0.13000000E+002, 0.50000000E+000, 0.10212187E+001, 0.14072258E-001, 0.12919267E+002, 0.54746443E-001, 0.15980548E-001, 0.00000000E+000,-0.35891881E-002,-0.25123255E-002,-0.13315851E-002,-0.15603362E-003, 0.23569680E-001, 0.00000000E+000, 0.00000000E+000,
27,0, 0.13500000E+002, 0.50000000E+000, 0.10284437E+001, 0.14461125E-001, 0.13405141E+002, 0.54783253E-001, 0.20208044E-001, 0.00000000E+000,-0.52740196E-002,-0.38964612E-002,-0.22711474E-002,-0.23446672E-003, 0.31884139E-001, 0.00000000E+000, 0.00000000E+000,
28,0, 0.14000000E+002, 0.50000000E+000, 0.10361716E+001, 0.15408413E-001, 0.13895585E+002, 0.54828236E-001, 0.24359955E-001, 0.00000000E+000,-0.71096951E-002,-0.53999342E-002,-0.34525020E-002,-0.37605721E-003, 0.40698143E-001, 0.00000000E+000, 0.00000000E+000,
29,0, 0.14500000E+002, 0.50000000E+000, 0.10442651E+001, 0.15855583E-001, 0.14391683E+002, 0.54881137E-001, 0.28330492E-001, 0.00000000E+000,-0.90631565E-002,-0.69930065E-002,-0.48509618E-002,-0.60055385E-003, 0.49838171E-001, 0.00000000E+000, 0.00000000E+000,
30,0, 0.15000000E+002, 0.50000000E+000, 0.10527665E+001, 0.16543913E-001, 0.14895335E+002, 0.54941627E-001, 0.32196586E-001, 0.00000000E+000,-0.11103689E-001,-0.86639106E-002,-0.64382887E-002,-0.92536968E-003, 0.59327845E-001, 0.00000000E+000, 0.00000000E+000,
31,0, 0.15500000E+002, 0.50000000E+000, 0.10615924E+001, 0.16937366E-001, 0.15410173E+002, 0.55009483E-001, 0.35899676E-001, 0.00000000E+000,-0.13236411E-001,-0.10396175E-001,-0.81925081E-002,-0.13652471E-002, 0.69090017E-001, 0.00000000E+000, 0.00000000E+000,
32,0, 0.16000000E+002, 0.50000000E+000, 0.10708032E+001, 0.17568510E-001, 0.15943256E+002, 0.55084481E-001, 0.39518776E-001, 0.00000000E+000,-0.15407289E-001,-0.12187852E-001,-0.10094984E-001,-0.19326914E-002, 0.79141592E-001, 0.00000000E+000, 0.00000000E+000,
33,0, 0.16500000E+002, 0.50000000E+000, 0.10803070E+001, 0.17869617E-001, 0.16481021E+002, 0.55166472E-001, 0.42981824E-001, 0.00000000E+000,-0.17650910E-001,-0.14029106E-001,-0.12129802E-001,-0.26379650E-002, 0.89429607E-001, 0.00000000E+000, 0.00000000E+000,
34,0, 0.17000000E+002, 0.50000000E+000, 0.10901689E+001, 0.18426112E-001, 0.16996883E+002, 0.55255275E-001, 0.46368072E-001, 0.00000000E+000,-0.19962692E-001,-0.15915138E-001,-0.14284331E-001,-0.34894658E-002, 0.10001970E+000, 0.00000000E+000, 0.00000000E+000,
35,0, 0.17500000E+002, 0.50000000E+000, 0.11003591E+001, 0.18824253E-001, 0.17518580E+002, 0.55350829E-001, 0.49653229E-001, 0.00000000E+000,-0.22344278E-001,-0.17859931E-001,-0.16550444E-001,-0.44938711E-002, 0.11090175E+000, 0.00000000E+000, 0.00000000E+000,
36,0, 0.18000000E+002, 0.50000000E+000, 0.11108524E+001, 0.19169403E-001, 0.18047135E+002, 0.55453014E-001, 0.52828363E-001, 0.00000000E+000,-0.24759594E-001,-0.19863233E-001,-0.18923035E-001,-0.56564062E-002, 0.12203063E+000, 0.00000000E+000, 0.00000000E+000,
