ISTEP,IPOWER,TIME2,DT,PHI,PERIOD,PINTG,POWDK,Net,Program,Doppler,Axial,Radial,CRDL,Coolant,Fuel,Clad,
1,0, 0.50000000E+000, 0.50000000E+000, 0.10000127E+001, 0.38007953E-004, 0.50000305E+000, 0.54682603E-001, 0.11753178E-004, 0.00000000E+000,-0.10119147E-005, 0.00000000E+000, 0.00000000E+000,-0.10110318E-010, 0.12765103E-004, 0.00000000E+000, 0.00000000E+000,
2,0, 0.10000000E+001, 0.50000000E+000, 0.10000323E+001, 0.46361286E-004, 0.10000140E+001, 0.54682644E-001, 0.28177090E-004, 0.00000000E+000,-0.52475802E-005,-0.29277256E-005,-0.11924594E-005, 0.36185345E-010, 0.37544819E-004, 0.00000000E+000, 0.00000000E+000,
3,0, 0.15000000E+001, 0.50000000E+000, 0.10000500E+001, 0.33293998E-004, 0.15000347E+001, 0.54682715E-001, 0.40131997E-004, 0.00000000E+000,-0.11958298E-004,-0.10033223E-004,-0.39357543E-005,-0.27173954E-007, 0.66086447E-004, 0.00000000E+000, 0.00000000E+000,
4,0, 0.20000000E+001, 0.50000000E+000, 0.10000670E+001, 0.33246663E-004, 0.20000639E+001, 0.54682805E-001, 0.50212529E-004, 0.00000000E+000,-0.19807697E-004,-0.18961621E-004,-0.83127030E-005,-0.17437615E-006, 0.97468927E-004, 0.00000000E+000, 0.00000000E+000,
5,0, 0.25000000E+001, 0.50000000E+000, 0.10000794E+001, 0.20335827E-004, 0.25001007E+001, 0.54682909E-001, 0.55055424E-004, 0.00000000E+000,-0.28202573E-004,-0.28784071E-004,-0.13648498E-004,-0.56966588E-006, 0.12626023E-003, 0.00000000E+000, 0.00000000E+000,
6,0, 0.30000000E+001, 0.50000000E+000, 0.10000881E+001, 0.13780018E-004, 0.30001427E+001, 0.54683015E-001, 0.56443645E-004, 0.00000000E+000,-0.36021095E-004,-0.38313428E-004,-0.19123038E-004,-0.13291663E-005, 0.15123037E-003, 0.00000000E+000, 0.00000000E+000,
7,0, 0.35000000E+001, 0.50000000E+000, 0.10000934E+001, 0.71416256E-005, 0.35001882E+001, 0.54683119E-001, 0.55010680E-004, 0.00000000E+000,-0.42867940E-004,-0.46632902E-004,-0.24090891E-004,-0.25480745E-005, 0.17115049E-003, 0.00000000E+000, 0.00000000E+000,
8,0, 0.40000000E+001, 0.50000000E+000, 0.10000961E+001, 0.25937548E-005, 0.40002357E+001, 0.54683215E-001, 0.51801657E-004, 0.00000000E+000,-0.48446341E-004,-0.53478274E-004,-0.28100137E-004,-0.42845175E-005, 0.18611093E-003, 0.00000000E+000, 0.00000000E+000,
9,0, 0.45000000E+001, 0.50000000E+000, 0.10000962E+001,-0.23899025E-005, 0.45002838E+001, 0.54683301E-001, 0.47033131E-004, 0.00000000E+000,-0.52688856E-004,-0.58700806E-004,-0.30919629E-004,-0.65560708E-005, 0.19589849E-003, 0.00000000E+000, 0.00000000E+000,
10,0, 0.50000000E+001, 0.50000000E+000, 0.10000941E+001,-0.62461844E-005, 0.50003315E+001, 0.54683374E-001, 0.41212619E-004, 0.00000000E+000,-0.55553690E-004,-0.62305167E-004,-0.32475534E-004,-0.93491184E-005, 0.20089613E-003, 0.00000000E+000, 0.00000000E+000,
