 ISTEP , IPRSTP ,NBNTOT, TIME ,ARRAY(002),ARRAY(003),ARRAY(004),
0,0,4, 0.00000000E+000, 0.17721399E+005, 0.45150000E+004, 0.78340451E+003,
1,1,4, 0.31250000E-001, 0.17720964E+005, 0.45151588E+004, 0.78340451E+003,
1,2,4, 0.60546875E-001, 0.17720010E+005, 0.45153114E+004, 0.78340451E+003,
1,3,4, 0.88012695E-001, 0.17718733E+005, 0.45154453E+004, 0.78340451E+003,
1,4,4, 0.11014332E+000, 0.17717673E+005, 0.45155477E+004, 0.78340451E+003,
1,5,4, 0.13618687E+000, 0.17716836E+005, 0.45156622E+004, 0.78340451E+003,
1,6,4, 0.17809841E+000, 0.17716890E+005, 0.45158321E+004, 0.78340451E+003,
1,7,4, 0.32605281E+000, 0.17719349E+005, 0.45162957E+004, 0.78340451E+003,
1,8,4, 0.50000000E+000, 0.17719452E+005, 0.45166822E+004, 0.78340451E+003,
2,9,4, 0.10000000E+001, 0.17717453E+005, 0.45173139E+004, 0.78340451E+003,
3,10,4, 0.15000000E+001, 0.17715310E+005, 0.45176938E+004, 0.78340452E+003,
4,11,4, 0.20000000E+001, 0.17713252E+005, 0.45179002E+004, 0.78340456E+003,
5,12,4, 0.25000000E+001, 0.17711579E+005, 0.45179633E+004, 0.78340466E+003,
6,13,4, 0.30000000E+001, 0.17710243E+005, 0.45179513E+004, 0.78340481E+003,
7,14,4, 0.35000000E+001, 0.17709199E+005, 0.45179222E+004, 0.78340503E+003,
8,15,4, 0.40000000E+001, 0.17708388E+005, 0.45178953E+004, 0.78340531E+003,
9,16,4, 0.45000000E+001, 0.17707763E+005, 0.45178678E+004, 0.78340563E+003,
10,17,4, 0.50000000E+001, 0.17707281E+005, 0.45178376E+004, 0.78340601E+003,
11,18,4, 0.55000000E+001, 0.17706912E+005, 0.45178078E+004, 0.78340641E+003,
12,19,4, 0.60000000E+001, 0.17706630E+005, 0.45177815E+004, 0.78340685E+003,
13,20,4, 0.65000000E+001, 0.17706416E+005, 0.45177594E+004, 0.78340730E+003,
