ISTEP,IPOWER,TIME2,DT,PHI,PERIOD,PINTG,POWDK,Net,Program,Doppler,Axial,Radial,CRDL,Coolant,Fuel,Clad,
1,0, 0.50000000E+000, 0.50000000E+000, 0.10000129E+001, 0.38595058E-004, 0.50000310E+000, 0.54682604E-001, 0.11934727E-004, 0.00000000E+000,-0.10275274E-005, 0.00000000E+000, 0.00000000E+000,-0.10225411E-010, 0.12962265E-004, 0.00000000E+000, 0.00000000E+000,
2,0, 0.10000000E+001, 0.50000000E+000, 0.10000328E+001, 0.46934897E-004, 0.10000142E+001, 0.54682645E-001, 0.28567248E-004, 0.00000000E+000,-0.53246342E-005,-0.29729985E-005,-0.12099121E-005, 0.36264331E-010, 0.38074757E-004, 0.00000000E+000, 0.00000000E+000,
3,0, 0.15000000E+001, 0.50000000E+000, 0.10000508E+001, 0.34175114E-004, 0.15000352E+001, 0.54682716E-001, 0.40816651E-004, 0.00000000E+000,-0.12137887E-004,-0.10176818E-004,-0.39947354E-005,-0.27594875E-007, 0.67153686E-004, 0.00000000E+000, 0.00000000E+000,
4,0, 0.20000000E+001, 0.50000000E+000, 0.10000684E+001, 0.34766997E-004, 0.20000650E+001, 0.54682809E-001, 0.51389640E-004, 0.00000000E+000,-0.20157803E-004,-0.19259635E-004,-0.84505016E-005,-0.17696552E-006, 0.99434545E-004, 0.00000000E+000, 0.00000000E+000,
5,0, 0.25000000E+001, 0.50000000E+000, 0.10000816E+001, 0.21898046E-004, 0.25001027E+001, 0.54682915E-001, 0.56744043E-004, 0.00000000E+000,-0.28812319E-004,-0.29340657E-004,-0.13918897E-004,-0.57819692E-006, 0.12939411E-003, 0.00000000E+000, 0.00000000E+000,
6,0, 0.30000000E+001, 0.50000000E+000, 0.10000911E+001, 0.15385711E-004, 0.30001460E+001, 0.54683026E-001, 0.58624923E-004, 0.00000000E+000,-0.36961498E-004,-0.39225483E-004,-0.19591435E-004,-0.13504223E-005, 0.15575376E-003, 0.00000000E+000, 0.00000000E+000,
7,0, 0.35000000E+001, 0.50000000E+000, 0.10000971E+001, 0.85460038E-005, 0.35001932E+001, 0.54683134E-001, 0.57581628E-004, 0.00000000E+000,-0.44193570E-004,-0.47973315E-004,-0.24826153E-004,-0.25931426E-005, 0.17716781E-003, 0.00000000E+000, 0.00000000E+000,
8,0, 0.40000000E+001, 0.50000000E+000, 0.10001004E+001, 0.38145665E-005, 0.40002427E+001, 0.54683235E-001, 0.54656537E-004, 0.00000000E+000,-0.50185858E-004,-0.55291151E-004,-0.29167295E-004,-0.43693041E-005, 0.19367015E-003, 0.00000000E+000, 0.00000000E+000,
9,0, 0.45000000E+001, 0.50000000E+000, 0.10001010E+001,-0.14545368E-005, 0.45002931E+001, 0.54683327E-001, 0.50042662E-004, 0.00000000E+000,-0.54852809E-004,-0.61004318E-004,-0.32374496E-004,-0.67011886E-005, 0.20497547E-003, 0.00000000E+000, 0.00000000E+000,
10,0, 0.50000000E+001, 0.50000000E+000, 0.10000994E+001,-0.55832006E-005, 0.50003433E+001, 0.54683406E-001, 0.44257816E-004, 0.00000000E+000,-0.58134252E-004,-0.65097412E-004,-0.34361666E-004,-0.95793336E-005, 0.21143048E-003, 0.00000000E+000, 0.00000000E+000,
11,0, 0.55000000E+001, 0.50000000E+000, 0.10000956E+001,-0.97281333E-005, 0.55003921E+001, 0.54683471E-001, 0.37470841E-004, 0.00000000E+000,-0.60082644E-004,-0.67590530E-004,-0.35160056E-004,-0.12966806E-004, 0.21327088E-003, 0.00000000E+000, 0.00000000E+000,
12,0, 0.60000000E+001, 0.50000000E+000, 0.10000899E+001,-0.13191217E-004, 0.60004385E+001, 0.54683521E-001, 0.29984370E-004, 0.00000000E+000,-0.60768401E-004,-0.68596957E-004,-0.34897558E-004,-0.16807317E-004, 0.21105460E-003, 0.00000000E+000, 0.00000000E+000,
13,0, 0.65000000E+001, 0.50000000E+000, 0.10000826E+001,-0.16363600E-004, 0.65004817E+001, 0.54683555E-001, 0.21979179E-004, 0.00000000E+000,-0.60316477E-004,-0.68249564E-004,-0.33729941E-004,-0.21030254E-004, 0.20530541E-003, 0.00000000E+000, 0.00000000E+000,
