ISTEP,IPOWER,TIME2,DT,PHI,PERIOD,PINTG,POWDK,Net,Program,Doppler,Axial,Radial,CRDL,Coolant,Fuel,Clad,
1,0, 0.50000000E+000, 0.50000000E+000, 0.10000224E+001, 0.67052448E-004, 0.50000538E+000, 0.54682613E-001, 0.20734492E-004, 0.00000000E+000,-0.11415737E-005, 0.00000000E+000, 0.00000000E+000,-0.23345783E-010, 0.21876089E-004, 0.00000000E+000, 0.00000000E+000,
2,0, 0.10000000E+001, 0.50000000E+000, 0.10000614E+001, 0.94779400E-004, 0.10000255E+001, 0.54682689E-001, 0.53817467E-004, 0.00000000E+000,-0.65419697E-005,-0.27250373E-005,-0.13499717E-005, 0.81004764E-010, 0.64434365E-004, 0.00000000E+000, 0.00000000E+000,
3,0, 0.15000000E+001, 0.50000000E+000, 0.10001042E+001, 0.89437853E-004, 0.15000668E+001, 0.54682831E-001, 0.85182289E-004, 0.00000000E+000,-0.15470698E-004,-0.95253169E-005,-0.44823097E-005,-0.61341906E-007, 0.11472196E-003, 0.00000000E+000, 0.00000000E+000,
4,0, 0.20000000E+001, 0.50000000E+000, 0.10001514E+001, 0.98778857E-004, 0.20001305E+001, 0.54683034E-001, 0.11677432E-003, 0.00000000E+000,-0.26324067E-004,-0.18375456E-004,-0.95573777E-005,-0.39459544E-006, 0.17142581E-003, 0.00000000E+000, 0.00000000E+000,
5,0, 0.25000000E+001, 0.50000000E+000, 0.10001949E+001, 0.83023617E-004, 0.25002173E+001, 0.54683290E-001, 0.14107226E-003, 0.00000000E+000,-0.38421816E-004,-0.28413015E-004,-0.15943249E-004,-0.12953900E-005, 0.22514573E-003, 0.00000000E+000, 0.00000000E+000,
6,0, 0.30000000E+001, 0.50000000E+000, 0.10002337E+001, 0.73018294E-004, 0.30003246E+001, 0.54683582E-001, 0.15900683E-003, 0.00000000E+000,-0.50209976E-004,-0.38530167E-004,-0.22815281E-004,-0.30428814E-005, 0.27360513E-003, 0.00000000E+000, 0.00000000E+000,
7,0, 0.35000000E+001, 0.50000000E+000, 0.10002660E+001, 0.58218087E-004, 0.35004498E+001, 0.54683895E-001, 0.16980960E-003, 0.00000000E+000,-0.61078971E-004,-0.47763400E-004,-0.29482257E-004,-0.58780243E-005, 0.31401226E-003, 0.00000000E+000, 0.00000000E+000,
8,0, 0.40000000E+001, 0.50000000E+000, 0.10002920E+001, 0.45559433E-004, 0.40005895E+001, 0.54684216E-001, 0.17463863E-003, 0.00000000E+000,-0.70461072E-004,-0.55745131E-004,-0.35418541E-004,-0.99631435E-005, 0.34622652E-003, 0.00000000E+000, 0.00000000E+000,
9,0, 0.45000000E+001, 0.50000000E+000, 0.10003107E+001, 0.30040486E-004, 0.45007404E+001, 0.54684533E-001, 0.17332932E-003, 0.00000000E+000,-0.78159221E-004,-0.62229487E-004,-0.40305858E-004,-0.15369956E-004, 0.36939384E-003, 0.00000000E+000, 0.00000000E+000,
10,0, 0.50000000E+001, 0.50000000E+000, 0.10003222E+001, 0.15823074E-004, 0.50008989E+001, 0.54684835E-001, 0.16674219E-003, 0.00000000E+000,-0.83977054E-004,-0.67132703E-004,-0.43979131E-004,-0.22095701E-004, 0.38392678E-003, 0.00000000E+000, 0.00000000E+000,
