ISTEP,IPOWER,TIME2,DT,PHI,PERIOD,PINTG,POWDK,Net,Program,Doppler,Axial,Radial,CRDL,Coolant,Fuel,Clad,
1,0, 0.50000000E+000, 0.50000000E+000, 0.10000128E+001, 0.38283515E-004, 0.50000307E+000, 0.54682604E-001, 0.11838390E-004, 0.00000000E+000,-0.10192423E-005, 0.00000000E+000, 0.00000000E+000,-0.10164968E-010, 0.12857642E-004, 0.00000000E+000, 0.00000000E+000,
2,0, 0.10000000E+001, 0.50000000E+000, 0.10000326E+001, 0.46620898E-004, 0.10000141E+001, 0.54682645E-001, 0.28357172E-004, 0.00000000E+000,-0.52834775E-005,-0.29489772E-005,-0.12005837E-005, 0.36225776E-010, 0.37790174E-004, 0.00000000E+000, 0.00000000E+000,
3,0, 0.15000000E+001, 0.50000000E+000, 0.10000504E+001, 0.33682542E-004, 0.15000349E+001, 0.54682715E-001, 0.40441973E-004, 0.00000000E+000,-0.12040860E-004,-0.10099850E-004,-0.39629663E-005,-0.27371547E-007, 0.66573020E-004, 0.00000000E+000, 0.00000000E+000,
4,0, 0.20000000E+001, 0.50000000E+000, 0.10000676E+001, 0.33913221E-004, 0.20000644E+001, 0.54682807E-001, 0.50737842E-004, 0.00000000E+000,-0.19966454E-004,-0.19097837E-004,-0.83756163E-005,-0.17558445E-006, 0.98353334E-004, 0.00000000E+000, 0.00000000E+000,
5,0, 0.25000000E+001, 0.50000000E+000, 0.10000804E+001, 0.20991295E-004, 0.25001016E+001, 0.54682912E-001, 0.55794879E-004, 0.00000000E+000,-0.28475451E-004,-0.29035068E-004,-0.13770602E-004,-0.57361486E-006, 0.12764961E-003, 0.00000000E+000, 0.00000000E+000,
6,0, 0.30000000E+001, 0.50000000E+000, 0.10000894E+001, 0.14424600E-004, 0.30001442E+001, 0.54683020E-001, 0.57378270E-004, 0.00000000E+000,-0.36435848E-004,-0.38718956E-004,-0.19332108E-004,-0.13389164E-005, 0.15320410E-003, 0.00000000E+000, 0.00000000E+000,
7,0, 0.35000000E+001, 0.50000000E+000, 0.10000950E+001, 0.76625904E-005, 0.35001904E+001, 0.54683125E-001, 0.56083427E-004, 0.00000000E+000,-0.43443348E-004,-0.47219678E-004,-0.24415004E-004,-0.25685539E-005, 0.17373001E-003, 0.00000000E+000, 0.00000000E+000,
8,0, 0.40000000E+001, 0.50000000E+000, 0.10000979E+001, 0.30057318E-005, 0.40002387E+001, 0.54683224E-001, 0.52957094E-004, 0.00000000E+000,-0.49188298E-004,-0.54258387E-004,-0.28564272E-004,-0.43226733E-005, 0.18929072E-003, 0.00000000E+000, 0.00000000E+000,
9,0, 0.45000000E+001, 0.50000000E+000, 0.10000981E+001,-0.21285202E-005, 0.45002878E+001, 0.54683312E-001, 0.48207714E-004, 0.00000000E+000,-0.53594640E-004,-0.59673800E-004,-0.31543328E-004,-0.66207214E-005, 0.19964020E-003, 0.00000000E+000, 0.00000000E+000,
10,0, 0.50000000E+001, 0.50000000E+000, 0.10000962E+001,-0.61217071E-005, 0.50003364E+001, 0.54683387E-001, 0.42350767E-004, 0.00000000E+000,-0.56612277E-004,-0.63461398E-004,-0.33271779E-004,-0.94506082E-005, 0.20514683E-003, 0.00000000E+000, 0.00000000E+000,
11,0, 0.55000000E+001, 0.50000000E+000, 0.10000921E+001,-0.10106842E-004, 0.55003836E+001, 0.54683449E-001, 0.35557055E-004, 0.00000000E+000,-0.58300795E-004,-0.65650689E-004,-0.33787576E-004,-0.12773191E-004, 0.20606931E-003, 0.00000000E+000, 0.00000000E+000,
