ISTEP,IPOWER,TIME2,DT,PHI,PERIOD,PINTG,POWDK,Net,Program,Doppler,Axial,Radial,CRDL,Coolant,Fuel,Clad,
1,0, 0.50000000E+000, 0.50000000E+000, 0.10000143E+001, 0.43033484E-004, 0.50000345E+000, 0.54682605E-001, 0.13307209E-004, 0.00000000E+000,-0.11436260E-005, 0.00000000E+000, 0.00000000E+000, 0.22495654E-007, 0.14428340E-004, 0.00000000E+000, 0.00000000E+000,
2,0, 0.10000000E+001, 0.50000000E+000, 0.10000360E+001, 0.50587229E-004, 0.10000157E+001, 0.54682651E-001, 0.31300392E-004, 0.00000000E+000,-0.58775965E-005,-0.33101045E-005,-0.13339517E-005, 0.80936024E-007, 0.41741109E-004, 0.00000000E+000, 0.00000000E+000,
3,0, 0.15000000E+001, 0.50000000E+000, 0.10000548E+001, 0.34916420E-004, 0.15000385E+001, 0.54682728E-001, 0.43873922E-004, 0.00000000E+000,-0.13223993E-004,-0.11182937E-004,-0.43562175E-005, 0.16678600E-006, 0.72470284E-004, 0.00000000E+000, 0.00000000E+000,
4,0, 0.20000000E+001, 0.50000000E+000, 0.10000732E+001, 0.36345686E-004, 0.20000706E+001, 0.54682827E-001, 0.54787846E-004, 0.00000000E+000,-0.21670279E-004,-0.20847504E-004,-0.87657061E-005, 0.17649618E-006, 0.10589484E-003, 0.00000000E+000, 0.00000000E+000,
5,0, 0.25000000E+001, 0.50000000E+000, 0.10000869E+001, 0.22456555E-004, 0.25001108E+001, 0.54682940E-001, 0.60138273E-004, 0.00000000E+000,-0.30631987E-004,-0.31333759E-004,-0.13892131E-004,-0.29466974E-007, 0.13602562E-003, 0.00000000E+000, 0.00000000E+000,
6,0, 0.30000000E+001, 0.50000000E+000, 0.10000965E+001, 0.15373861E-004, 0.30001568E+001, 0.54683056E-001, 0.61773697E-004, 0.00000000E+000,-0.38871526E-004,-0.41374171E-004,-0.19065760E-004,-0.57395307E-006, 0.16165911E-003, 0.00000000E+000, 0.00000000E+000,
7,0, 0.35000000E+001, 0.50000000E+000, 0.10001023E+001, 0.75835535E-005, 0.35002066E+001, 0.54683170E-001, 0.60160234E-004, 0.00000000E+000,-0.45959849E-004,-0.49983656E-004,-0.23690580E-004,-0.15556847E-005, 0.18135000E-003, 0.00000000E+000, 0.00000000E+000,
8,0, 0.40000000E+001, 0.50000000E+000, 0.10001051E+001, 0.26073859E-005, 0.40002585E+001, 0.54683275E-001, 0.56571129E-004, 0.00000000E+000,-0.51567909E-004,-0.56863077E-004,-0.27373159E-004,-0.30323580E-005, 0.19540763E-003, 0.00000000E+000, 0.00000000E+000,
9,0, 0.45000000E+001, 0.50000000E+000, 0.10001051E+001,-0.26392815E-005, 0.45003112E+001, 0.54683369E-001, 0.51338282E-004, 0.00000000E+000,-0.55666745E-004,-0.61879704E-004,-0.29886784E-004,-0.50175552E-005, 0.20378907E-003, 0.00000000E+000, 0.00000000E+000,
10,0, 0.50000000E+001, 0.50000000E+000, 0.10001030E+001,-0.64083205E-005, 0.50003632E+001, 0.54683449E-001, 0.45111420E-004, 0.00000000E+000,-0.58259142E-004,-0.65106755E-004,-0.31169049E-004,-0.74912088E-005, 0.20713757E-003, 0.00000000E+000, 0.00000000E+000,
