ISTEP,IPOWER,TIME2,DT,PHI,PERIOD,PINTG,POWDK,Net,Program,Doppler,Axial,Radial,CRDL,Coolant,Fuel,Clad,
1,0, 0.50000000E+000, 0.50000000E+000, 0.10000231E+001, 0.69328135E-004, 0.50000556E+000, 0.54682614E-001, 0.21438191E-004, 0.00000000E+000,-0.11790510E-005, 0.00000000E+000, 0.00000000E+000, 0.22497025E-007, 0.22594745E-004, 0.00000000E+000, 0.00000000E+000,
2,0, 0.10000000E+001, 0.50000000E+000, 0.10000633E+001, 0.97494863E-004, 0.10000264E+001, 0.54682692E-001, 0.55485368E-004, 0.00000000E+000,-0.67486499E-005,-0.28146446E-005,-0.13918941E-005, 0.80937823E-007, 0.66359618E-004, 0.00000000E+000, 0.00000000E+000,
3,0, 0.15000000E+001, 0.50000000E+000, 0.10001081E+001, 0.94033990E-004, 0.15000691E+001, 0.54682839E-001, 0.88386452E-004, 0.00000000E+000,-0.15964467E-004,-0.98150383E-005,-0.46147830E-005, 0.16583261E-006, 0.11861491E-003, 0.00000000E+000, 0.00000000E+000,
4,0, 0.20000000E+001, 0.50000000E+000, 0.10001588E+001, 0.10754794E-003, 0.20001355E+001, 0.54683052E-001, 0.12283982E-003, 0.00000000E+000,-0.27297159E-004,-0.18983380E-004,-0.95027648E-005, 0.16863789E-006, 0.17845449E-003, 0.00000000E+000, 0.00000000E+000,
5,0, 0.25000000E+001, 0.50000000E+000, 0.10002072E+001, 0.94291907E-004, 0.25002271E+001, 0.54683323E-001, 0.15085927E-003, 0.00000000E+000,-0.40147321E-004,-0.29536786E-004,-0.15510850E-004,-0.63609842E-007, 0.23611784E-003, 0.00000000E+000, 0.00000000E+000,
6,0, 0.30000000E+001, 0.50000000E+000, 0.10002520E+001, 0.86145810E-004, 0.30003421E+001, 0.54683639E-001, 0.17301514E-003, 0.00000000E+000,-0.52911942E-004,-0.40354805E-004,-0.22044574E-004,-0.67781424E-006, 0.28900427E-003, 0.00000000E+000, 0.00000000E+000,
7,0, 0.35000000E+001, 0.50000000E+000, 0.10002909E+001, 0.71751337E-004, 0.35004780E+001, 0.54683984E-001, 0.18796620E-003, 0.00000000E+000,-0.64906113E-004,-0.50410106E-004,-0.28521910E-004,-0.18044881E-005, 0.33360882E-003, 0.00000000E+000, 0.00000000E+000,
8,0, 0.40000000E+001, 0.50000000E+000, 0.10003239E+001, 0.60027960E-004, 0.40006319E+001, 0.54684344E-001, 0.19693025E-003, 0.00000000E+000,-0.75458549E-004,-0.59230658E-004,-0.34505344E-004,-0.35359535E-005, 0.36966075E-003, 0.00000000E+000, 0.00000000E+000,
9,0, 0.45000000E+001, 0.50000000E+000, 0.10003501E+001, 0.45527956E-004, 0.45008007E+001, 0.54684708E-001, 0.19979319E-003, 0.00000000E+000,-0.84340178E-004,-0.66509801E-004,-0.39683713E-004,-0.59188603E-005, 0.39624575E-003, 0.00000000E+000, 0.00000000E+000,
10,0, 0.50000000E+001, 0.50000000E+000, 0.10003697E+001, 0.32814802E-004, 0.50009808E+001, 0.54685065E-001, 0.19759088E-003, 0.00000000E+000,-0.91342289E-004,-0.72154856E-004,-0.43887969E-004,-0.89606008E-005, 0.41393659E-003, 0.00000000E+000, 0.00000000E+000,
