ISTEP,IPOWER,TIME2,DT,PHI,PERIOD,PINTG,POWDK,Net,Program,Doppler,Axial,Radial,CRDL,Coolant,Fuel,Clad,
1,0, 0.50000000E+000, 0.50000000E+000, 0.10000224E+001, 0.67052495E-004, 0.50000538E+000, 0.54682613E-001, 0.20734507E-004, 0.00000000E+000,-0.11415737E-005, 0.00000000E+000, 0.00000000E+000,-0.87547457E-011, 0.21876089E-004, 0.00000000E+000, 0.00000000E+000,
2,0, 0.10000000E+001, 0.50000000E+000, 0.10000614E+001, 0.94779191E-004, 0.10000255E+001, 0.54682689E-001, 0.53817418E-004, 0.00000000E+000,-0.65419710E-005,-0.27250373E-005,-0.13499718E-005, 0.30376709E-010, 0.64434367E-004, 0.00000000E+000, 0.00000000E+000,
3,0, 0.15000000E+001, 0.50000000E+000, 0.10001043E+001, 0.89559241E-004, 0.15000668E+001, 0.54682831E-001, 0.85220625E-004, 0.00000000E+000,-0.15470694E-004,-0.95253176E-005,-0.44823097E-005,-0.23003215E-007, 0.11472195E-003, 0.00000000E+000, 0.00000000E+000,
4,0, 0.20000000E+001, 0.50000000E+000, 0.10001517E+001, 0.99432293E-004, 0.20001306E+001, 0.54683034E-001, 0.11702460E-003, 0.00000000E+000,-0.26327480E-004,-0.18375455E-004,-0.95574691E-005,-0.14797329E-006, 0.17143297E-003, 0.00000000E+000, 0.00000000E+000,
5,0, 0.25000000E+001, 0.50000000E+000, 0.10001958E+001, 0.84796795E-004, 0.25002176E+001, 0.54683291E-001, 0.14190972E-003, 0.00000000E+000,-0.38445372E-004,-0.28414746E-004,-0.15944199E-004,-0.48577126E-006, 0.22519980E-003, 0.00000000E+000, 0.00000000E+000,
6,0, 0.30000000E+001, 0.50000000E+000, 0.10002360E+001, 0.76514015E-004, 0.30003257E+001, 0.54683586E-001, 0.16101238E-003, 0.00000000E+000,-0.50294112E-004,-0.38542878E-004,-0.22820164E-004,-0.11410879E-005, 0.27381062E-003, 0.00000000E+000, 0.00000000E+000,
7,0, 0.35000000E+001, 0.50000000E+000, 0.10002707E+001, 0.64021187E-004, 0.35004526E+001, 0.54683905E-001, 0.17374967E-003, 0.00000000E+000,-0.61294537E-004,-0.47810842E-004,-0.29499210E-004,-0.22043410E-005, 0.31455860E-003, 0.00000000E+000, 0.00000000E+000,
8,0, 0.40000000E+001, 0.50000000E+000, 0.10003004E+001, 0.54148857E-004, 0.40005956E+001, 0.54684237E-001, 0.18141378E-003, 0.00000000E+000,-0.70913081E-004,-0.55869997E-004,-0.35464076E-004,-0.37366287E-005, 0.34739757E-003, 0.00000000E+000, 0.00000000E+000,
9,0, 0.45000000E+001, 0.50000000E+000, 0.10003242E+001, 0.41759770E-004, 0.45007519E+001, 0.54684572E-001, 0.18391164E-003, 0.00000000E+000,-0.78986270E-004,-0.62495572E-004,-0.40408096E-004,-0.57654090E-005, 0.37156698E-003, 0.00000000E+000, 0.00000000E+000,
10,0, 0.50000000E+001, 0.50000000E+000, 0.10003424E+001, 0.30888042E-004, 0.50009188E+001, 0.54684899E-001, 0.18211790E-003, 0.00000000E+000,-0.85347499E-004,-0.67624607E-004,-0.44180402E-004,-0.82907285E-005, 0.38756113E-003, 0.00000000E+000, 0.00000000E+000,
11,0, 0.55000000E+001, 0.50000000E+000, 0.10003549E+001, 0.19200421E-004, 0.55010933E+001, 0.54685213E-001, 0.17627369E-003, 0.00000000E+000,-0.90012487E-004,-0.71237372E-004,-0.46753767E-004,-0.11288295E-004, 0.39556561E-003, 0.00000000E+000, 0.00000000E+000,
12,0, 0.60000000E+001, 0.50000000E+000, 0.10003620E+001, 0.86945218E-005, 0.60012727E+001, 0.54685506E-001, 0.16708881E-003, 0.00000000E+000,-0.93001161E-004,-0.73401393E-004,-0.48203934E-004,-0.14715939E-004, 0.39641124E-003, 0.00000000E+000, 0.00000000E+000,
13,0, 0.65000000E+001, 0.50000000E+000, 0.10003638E+001,-0.15034564E-005, 0.65014543E+001, 0.54685772E-001, 0.15502445E-003, 0.00000000E+000,-0.94428303E-004,-0.74211160E-004,-0.48643327E-004,-0.18517600E-004, 0.39082484E-003, 0.00000000E+000, 0.00000000E+000,
14,0, 0.70000000E+001, 0.50000000E+000, 0.10003609E+001,-0.10497718E-004, 0.70016356E+001, 0.54686009E-001, 0.14073137E-003, 0.00000000E+000,-0.94419863E-004,-0.73811325E-004,-0.48232096E-004,-0.22628256E-004, 0.37982291E-003, 0.00000000E+000, 0.00000000E+000,
15,0, 0.75000000E+001, 0.50000000E+000, 0.10003538E+001,-0.18502128E-004, 0.75018144E+001, 0.54686213E-001, 0.12477480E-003, 0.00000000E+000,-0.93148165E-004,-0.72359603E-004,-0.47104746E-004,-0.26977592E-004, 0.36436490E-003, 0.00000000E+000, 0.00000000E+000,
16,0, 0.80000000E+001, 0.50000000E+000, 0.10003430E+001,-0.25260690E-004, 0.80019888E+001, 0.54686382E-001, 0.10773714E-003, 0.00000000E+000,-0.90792687E-004,-0.70035491E-004,-0.45412811E-004,-0.31493401E-004, 0.34547153E-003, 0.00000000E+000, 0.00000000E+000,
17,0, 0.85000000E+001, 0.50000000E+000, 0.10003291E+001,-0.30834811E-004, 0.85021569E+001, 0.54686517E-001, 0.90138090E-004, 0.00000000E+000,-0.87544978E-004,-0.67015299E-004,-0.43265078E-004,-0.36104506E-004, 0.32406795E-003, 0.00000000E+000, 0.00000000E+000,
18,0, 0.90000000E+001, 0.50000000E+000, 0.10003127E+001,-0.35342263E-004, 0.90023174E+001, 0.54686616E-001, 0.72407674E-004, 0.00000000E+000,-0.83589615E-004,-0.63472594E-004,-0.40783856E-004,-0.40742934E-004, 0.30099667E-003, 0.00000000E+000, 0.00000000E+000,
