ISTEP,IPOWER,TIME2,DT,PHI,PERIOD,PINTG,POWDK,Net,Program,Doppler,Axial,Radial,CRDL,Coolant,Fuel,Clad,
1,0, 0.50000000E+000, 0.50000000E+000, 0.10000143E+001, 0.42883479E-004, 0.50000344E+000, 0.54682605E-001, 0.13260824E-004, 0.00000000E+000,-0.11415737E-005, 0.00000000E+000, 0.00000000E+000,-0.17509368E-010, 0.14402415E-004, 0.00000000E+000, 0.00000000E+000,
2,0, 0.10000000E+001, 0.50000000E+000, 0.10000358E+001, 0.50368909E-004, 0.10000156E+001, 0.54682651E-001, 0.31178008E-004, 0.00000000E+000,-0.58663554E-005,-0.33041524E-005,-0.13318304E-005, 0.60753542E-010, 0.41680285E-004, 0.00000000E+000, 0.00000000E+000,
3,0, 0.15000000E+001, 0.50000000E+000, 0.10000545E+001, 0.34327958E-004, 0.15000384E+001, 0.54682728E-001, 0.43558249E-004, 0.00000000E+000,-0.13194847E-004,-0.11165485E-004,-0.43583237E-005,-0.46006429E-007, 0.72322911E-004, 0.00000000E+000, 0.00000000E+000,
4,0, 0.20000000E+001, 0.50000000E+000, 0.10000721E+001, 0.34312686E-004, 0.20000700E+001, 0.54682825E-001, 0.53811575E-004, 0.00000000E+000,-0.21605899E-004,-0.20805490E-004,-0.91332460E-005,-0.29300193E-006, 0.10564921E-003, 0.00000000E+000, 0.00000000E+000,
5,0, 0.25000000E+001, 0.50000000E+000, 0.10000844E+001, 0.19203157E-004, 0.25001094E+001, 0.54682935E-001, 0.58065238E-004, 0.00000000E+000,-0.30491479E-004,-0.31256417E-004,-0.14933723E-004,-0.94950155E-006, 0.13569636E-003, 0.00000000E+000, 0.00000000E+000,
6,0, 0.30000000E+001, 0.50000000E+000, 0.10000923E+001, 0.11517958E-004, 0.30001537E+001, 0.54683046E-001, 0.58401210E-004, 0.00000000E+000,-0.38622883E-004,-0.41251383E-004,-0.20883172E-004,-0.21988377E-005, 0.16135749E-003, 0.00000000E+000, 0.00000000E+000,
7,0, 0.35000000E+001, 0.50000000E+000, 0.10000962E+001, 0.35569862E-005, 0.35002010E+001, 0.54683151E-001, 0.55487520E-004, 0.00000000E+000,-0.45609597E-004,-0.49825954E-004,-0.26282190E-004,-0.41880547E-005, 0.18139332E-003, 0.00000000E+000, 0.00000000E+000,
8,0, 0.40000000E+001, 0.50000000E+000, 0.10000968E+001,-0.18836264E-005, 0.40002494E+001, 0.54683246E-001, 0.50546260E-004, 0.00000000E+000,-0.51156410E-004,-0.56742433E-004,-0.30639291E-004,-0.70024100E-005, 0.19608680E-003, 0.00000000E+000, 0.00000000E+000,
9,0, 0.45000000E+001, 0.50000000E+000, 0.10000944E+001,-0.78494502E-005, 0.45002973E+001, 0.54683326E-001, 0.43818339E-004, 0.00000000E+000,-0.55228230E-004,-0.61882635E-004,-0.33699266E-004,-0.10660964E-004, 0.20528943E-003, 0.00000000E+000, 0.00000000E+000,
10,0, 0.50000000E+001, 0.50000000E+000, 0.10000895E+001,-0.12478433E-004, 0.50003433E+001, 0.54683390E-001, 0.35895489E-004, 0.00000000E+000,-0.57803727E-004,-0.65291002E-004,-0.35376632E-004,-0.15133306E-004, 0.20950016E-003, 0.00000000E+000, 0.00000000E+000,
11,0, 0.55000000E+001, 0.50000000E+000, 0.10000821E+001,-0.17098564E-004, 0.55003863E+001, 0.54683437E-001, 0.26965262E-004, 0.00000000E+000,-0.58973400E-004,-0.67030200E-004,-0.35714555E-004,-0.20347553E-004, 0.20903097E-003, 0.00000000E+000, 0.00000000E+000,
12,0, 0.60000000E+001, 0.50000000E+000, 0.10000727E+001,-0.20924330E-004, 0.60004250E+001, 0.54683464E-001, 0.17364262E-004, 0.00000000E+000,-0.58833447E-004,-0.67248731E-004,-0.34857671E-004,-0.26204366E-004, 0.20450848E-003, 0.00000000E+000, 0.00000000E+000,
13,0, 0.65000000E+001, 0.50000000E+000, 0.10000614E+001,-0.24412005E-004, 0.65004586E+001, 0.54683471E-001, 0.72875737E-005, 0.00000000E+000,-0.57529830E-004,-0.66100349E-004,-0.32981712E-004,-0.32585129E-004, 0.19648459E-003, 0.00000000E+000, 0.00000000E+000,
14,0, 0.70000000E+001, 0.50000000E+000, 0.10000485E+001,-0.27284473E-004, 0.70004861E+001, 0.54683459E-001,-0.30247896E-005, 0.00000000E+000,-0.55213506E-004,-0.63786829E-004,-0.30301739E-004,-0.39361359E-004, 0.18563864E-003, 0.00000000E+000, 0.00000000E+000,
